E;KIB012401SES00000014;KIB01
L;KIB012401INV00000014
S;1000;0;0;1;50042190;EDC FRAICHE 250ML CO;UN;1;;BF005;A;      
S;2000;0;0;1;50046632;EAU MINER GAZ ST YORRE 115CL FCK;UN;1;L24010005;BF005;A;      
S;3000;0;0;1;50046638;EAU MINERALE EVIAN 50CL;UN;1;L24010002;BF005;A;      
S;4000;0;0;1;50046647;EAU CRISTALLINE PET 200 CL;UN;1;L24010003;BF005;A;      
S;5000;0;0;1;50046647;EAU CRISTALLINE PET 200 CL;UN;1;L24010004;BF005;A;      
